46 ,209 ,
8 ,247 ,
189 ,250 ,
51 ,189 ,
110 ,281 ,
8 ,204 ,
195 ,42 ,
112 ,143 ,
194 ,126 ,
236 ,132 ,
241 ,152 ,
82 ,73 ,
267 ,134 ,
277 ,134 ,
175 ,35 ,
33 ,221 ,
37 ,236 ,
153 ,272 ,
271 ,277 ,
169 ,183 ,
159 ,242 ,
132 ,147 ,
164 ,216 ,
157 ,181 ,
73 ,109 ,
130 ,281 ,
60 ,44 ,
264 ,69 ,
66 ,231 ,
25 ,171 ,
56 ,141 ,
266 ,126 ,
41 ,85 ,
259 ,209 ,
232 ,157 ,
226 ,165 ,
210 ,81 ,
105 ,42 ,
108 ,202 ,
117 ,124 ,
146 ,118 ,
7 ,167 ,
285 ,41 ,
52 ,116 ,
169 ,142 ,
2 ,3 ,
149 ,151 ,
245 ,37 ,
27 ,265 ,
207 ,183 ,
235 ,124 ,
195 ,217 ,
241 ,75 ,
110 ,209 ,
140 ,205 ,
112 ,99 ,
180 ,116 ,
172 ,169 ,
272 ,185 ,
151 ,80 ,
86 ,207 ,
30 ,228 ,
157 ,51 ,
168 ,192 ,
217 ,6 ,
64 ,204 ,
113 ,165 ,
26 ,225 ,
105 ,92 ,
276 ,85 ,
276 ,230 ,
133 ,153 ,
4 ,43 ,
16 ,124 ,
42 ,84 ,
176 ,71 ,
167 ,107 ,
14 ,38 ,
123 ,201 ,
6 ,59 ,
150 ,94 ,
116 ,224 ,
175 ,80 ,
151 ,236 ,
24 ,62 ,
97 ,4 ,
202 ,282 ,
229 ,0 ,
53 ,238 ,
61 ,187 ,
7 ,53 ,
191 ,206 ,
16 ,71 ,
42 ,92 ,
284 ,52 ,
228 ,125 ,
7 ,132 ,
128 ,28 ,
163 ,229 ,
162 ,250 ,
285 ,177 ,
110 ,42 ,
78 ,119 ,
176 ,226 ,
115 ,4 ,
207 ,212 ,
45 ,76 ,
168 ,135 ,
179 ,256 ,
191 ,173 ,
203 ,155 ,
63 ,24 ,
48 ,87 ,
268 ,107 ,
56 ,67 ,
89 ,41 ,
105 ,220 ,
28 ,21 ,
121 ,260 ,
245 ,35 ,
197 ,7 ,
286 ,29 ,
140 ,173 ,
53 ,39 ,
219 ,19 ,
146 ,93 ,
24 ,187 ,
50 ,155 ,
22 ,175 ,
83 ,23 ,
214 ,43 ,
220 ,197 ,
68 ,85 ,
221 ,31 ,
64 ,76 ,
191 ,77 ,
281 ,213 ,
29 ,178 ,
180 ,28 ,
139 ,106 ,
202 ,130 ,
103 ,271 ,
131 ,162 ,
74 ,216 ,
96 ,13 ,
63 ,282 ,
52 ,173 ,
227 ,269 ,
59 ,168 ,
47 ,247 ,
30 ,75 ,
170 ,45 ,
282 ,129 ,
14 ,269 ,
190 ,36 ,
156 ,8 ,
273 ,273 ,
254 ,10 ,
237 ,84 ,
272 ,148 ,
268 ,6 ,
160 ,221 ,
124 ,85 ,
283 ,49 ,
232 ,65 ,
48 ,149 ,
286 ,143 ,
8 ,127 ,
90 ,98 ,
241 ,231 ,
18 ,257 ,
42 ,282 ,
18 ,57 ,
153 ,267 ,
12 ,244 ,
261 ,187 ,
224 ,50 ,
125 ,73 ,
177 ,171 ,
281 ,148
