,Paella valenciana,1.45043,287.77999999999997,1,0,1,1,1,0,0,0,0,1,1,1,56.2158,104.957,564.355,378.875,16.9372,11.2522,75.7276,613.439,39.0743,58.7386,292.424,83.2376,0.133512,0.295832,0.699388,3.54771,41.7737,4.888,3.14261,78.0923,2.38113,1,
,Papas a la marinera,0.63359,421,1,0,0,1,0,0,0,1,0,0,1,1,44.4666,90.7084,407.754,249.22,18.3275,21.8701,89.5261,1420.93,16.0238,23.8162,66.9862,95.986,0.278861,0.479204,0.744945,0,51.3093,0,32.592,133.203,9.87304,9,
,Pescadilla en salsa verde,0.7535,141.80000000000001,0,0,0,0,0,0,0,0,0,0,1,1,22.1562,64.8358,106.431,255.819,4.62189,1.21258,41.1498,374.958,15.7454,20.0477,133.721,5.489,0.123777,0.094843,0.141028,1.29177,3.15182,0,0.929537,13.7171,1.31527,8,
,Pizza de atun,0.230193,96.680000000000007,1,0,0,0,1,1,1,1,1,1,1,1,18.74,71.1769,232.978,94.405,12.9856,0.855174,15.7801,129.801,8.496,4.35595,49.496,47.5866,0.0693725,0.126158,0.171049,0.957478,2.53187,3.58533,1.62066,11.2597,0.619126,8,
,Pizza hawaiana,0.296185,138.09999999999999,1,0,0,0,0,1,1,1,1,1,1,1,22.5432,114.61,287.176,140.305,14.4746,0.893667,17.993,215.53,7.84739,5.93934,157.027,51.815,0.126815,0.13274,0.208585,0.19828,11.2302,0.14072,1.19758,6.7672,0.647341,1,
,Pizza romana,0.274077,123.48,1,0,0,0,1,1,1,1,1,1,1,1,24.292,130.38,253.142,135.526,15.2677,0.91005,18.5352,209.605,7.6303,8.01407,221.525,57.9318,0.0716623,0.129867,0.198114,0.282175,8.66611,0.573977,1.42167,6.3738,0.498303,8,
,Pollo asado con papas asadas,1.74178,301.5,0,0,0,0,0,0,0,0,1,1,1,1,23.3561,33.6586,531.414,516.152,18.5101,3.53806,66.9719,921.888,81.6081,59.8224,297.037,17.29,0.20782,0.434438,1.16846,0.741953,0.116,0.494,5.58641,14.8781,3.67537,1,
,Pulpo a la vinagreta,0.849702,208.30000000000001,0,0,0,1,1,0,0,0,0,0,1,1,26.994,213.946,207.58,255.339,9.27759,1.92578,44.3586,419.136,26.2818,64.4358,522.865,126.317,0.123042,0.132787,0.643733,4.299,51.7174,0,4.20041,93.1859,2.51871,6,
,Rape estofado,1.18843,277,0,0,0,0,1,0,0,0,0,0,1,1,15.1346,19.9496,295.179,712.351,17.3986,0.81448,46.2632,619.102,34.3302,78.6733,88.72,1.177,0.064989,0.130504,0.43474,1.9395,0.12,0,3.76764,0.0094,1.08956,8,
,Raviolis con tomate,0.152981,137.59999999999999,0,0,0,0,0,1,0,1,0,0,0,1,13.5047,16.9222,190.327,54.853,10.7003,0.55434,14.6479,168.773,4.13156,1.99118,149.277,25.928,0.0617268,0.0278354,0.1004,0.0622314,8.8832,0.601733,1.19235,4.19304,0.348211,7,
,Tallarines con verduras,0.25326,140.69999999999999,0,0,1,0,0,1,0,1,0,0,0,1,86.028,65.9815,226.527,173.396,11.5171,2.36235,62.2028,235.237,6.19212,4.46193,12.73,187.064,0.171406,0.174823,0.192424,0.060166,18.023,0.468732,1.9403,6.01653,1.15298,7,
,Tortilla de papas,0.243463,175.69999999999999,0,0,0,0,0,1,0,0,0,0,0,1,28.2833,30.7105,232.036,130.818,13.8179,1.51589,23.9184,562.486,7.37058,5.58453,58.0853,66.791,0.131361,0.203468,0.28508,0.875,0.6693,0.6125,16.3342,7.92395,4.72572,9,
,Zarzuela de pescado,1.01253,286.30000000000001,0,0,0,1,1,0,0,0,1,0,1,1,38.1026,117.138,330.272,446.393,11.906,8.51776,82.2349,660.803,30.9043,87.6706,446.898,48.323,0.12139,0.307695,0.518352,6.52169,9.1462,0,3.77733,113.004,3.36682,6,
